id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router
Q113,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does China have according to World Bank (2023)?",5.63,5.63,beds per 1000,World Bank,Hard,4.34,4.3,4.9,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in China according to the World Bank in 2023. I need to find the exact figure.

First,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,4.3,4.3
Q114,Healthcare Infrastructure,Hospital Resources,"What is China's hospital bed density per 1,000 people according to World Bank (2023)?",5.63,5.63,beds per 1000,World Bank,Hard,4.34,3.4,4.2,"<think>
Okay, let's see. The user is asking for China's hospital bed density per 1,000 people according to the World Bank in 2023. I need to find the exact number.

First, I remember",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.5,4.3,4.3
Q115,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2023 how many hospital beds per 1,000 does China have?",5.63,5.63,beds per 1000,World Bank,Hard,4.3,4.3,4.3,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 people in China according to the World Bank data for 2023. First, I need to recall if I have",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.2,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.5,6.7,4.2
Q116,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does USA have according to World Bank (2022)?",2.68,2.68,beds per 1000,World Bank,Hard,2.9,8.3,2.89,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in the USA according to the World Bank in 2022. I need to find the exact figure.

First",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"2.8 beds per 1,000 population.",2.9,2.8
Q117,Healthcare Infrastructure,Hospital Resources,"What is USA's hospital bed density per 1,000 people according to World Bank (2022)?",2.68,2.68,beds per 1000,World Bank,Hard,2.9,2.8,2.89,"<think>
Okay, let's see. The user is asking for the USA's hospital bed density per 1,000 people according to the World Bank in 2022. I need to find the exact number.

First, I",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"2.9 beds per 1,000 people",2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q118,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2022 how many hospital beds per 1,000 does USA have?",2.68,2.68,beds per 1000,World Bank,Hard,2.9,8.1,2.9,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 people in the USA according to the World Bank data for 2022. I need to find the exact figure.",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,2.9,2.9
Q119,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does UK have according to World Bank (2022)?",2.42,2.42,beds per 1000,World Bank,Hard,2.5,3.5,2.94,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in the UK according to the World Bank in 2022. I need to find the exact figure.

First",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.1,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,2.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q120,Healthcare Infrastructure,Hospital Resources,"What is UK's hospital bed density per 1,000 people according to World Bank (2022)?",2.42,2.42,beds per 1000,World Bank,Hard,2.5,3.4,2.94,"<think>
Okay, let's see. The user is asking for the UK's hospital bed density per 1,000 people according to the World Bank in 2022. I need to find the exact number.

First, I",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"2.5 beds per 1,000 people",2.4,2.1
Q121,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2022 how many hospital beds per 1,000 does UK have?",2.42,2.42,beds per 1000,World Bank,Hard,2.5,3.4,2.9,"<think>
Okay, let's see. The user is asking for the number of hospital beds per 1,000 people in the UK according to the World Bank data for 2022. I need to find the exact figure.",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,2.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q122,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does Pakistan have according to World Bank (2020)?",0.63,0.63,beds per 1000,World Bank,Hard,0.6,2.3,0.6,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in Pakistan according to the World Bank in 2020. I need to find the exact figure.

First,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.6,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,0.6,0.8
Q123,Healthcare Infrastructure,Hospital Resources,"What is Pakistan's hospital bed density per 1,000 people according to World Bank (2020)?",0.63,0.63,beds per 1000,World Bank,Hard,0.6,1.8,0.6,"<think>
Okay, let's see. The user is asking for Pakistan's hospital bed density per 1,000 people according to the World Bank in 2020. I need to find the exact number.

First, I remember",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.6,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,0.6,0.8
Q124,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2020 how many hospital beds per 1,000 does Pakistan have?",0.63,0.63,beds per 1000,World Bank,Hard,0.6,22.4,0.6,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 people in Pakistan according to the World Bank data from 2020. I need to find the exact figure.

First",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.6,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,1.5,0.6,0.8
Q125,Healthcare Infrastructure,Medical Workforce,"What is the number of physicians per 1,000 people in India according to World Bank (2020)?",0.723,0.723,per 1000 people,World Bank,Hard,0.7,0.7,0.65,"<think>
Okay, let's see. The user is asking for the number of physicians per 1,000 people in India according to the World Bank in 2020. I need to find the exact figure.

First, I",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.93,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,0.7,0.76
Q126,Healthcare Infrastructure,Medical Workforce,"How many doctors per 1,000 population does India have according to World Bank (2020)?",0.723,0.723,per 1000 people,World Bank,Hard,0.7,0.7,0.8,"<think>
Okay, let's see. The user is asking about the number of doctors per 1,000 population in India according to the World Bank in 2020. I need to find the exact figure.

First, I",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.93,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"1.5 per 1,000 population",0.7,ERROR: Provider returned error
Q127,Healthcare Infrastructure,Medical Workforce,"According to World Bank what is India's physician density per 1,000 people for 2020?",0.723,0.723,per 1000 people,World Bank,Hard,0.8,0.07,0.78,"<think>
Okay, let's see. The user is asking for India's physician density per 1,000 people in 2020 according to the World Bank. I need to find the exact number.

First, I remember that",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.7,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,0.7,0.8
Q128,Healthcare Infrastructure,Health Spending,What percentage of its GDP does India spend on healthcare according to World Bank (2023)?,3.34,3.34,% of GDP,World Bank,Medium,3.2%,3.5%,3.7%,"<think>
Okay, let's see. The user is asking what percentage of its GDP India spends on healthcare according to the World Bank in 2023. I need to find the exact number.

First, I remember that India's healthcare spending",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.6%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.4%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,3.0%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q129,Healthcare Infrastructure,Health Spending,What is India's healthcare expenditure as a percentage of GDP according to World Bank (2023)?,3.34,3.34,% of GDP,World Bank,Medium,3.2%,3.85%,3.7%,"<think>
Okay, let's see. The user is asking for India's healthcare expenditure as a percentage of GDP according to the World Bank in 2023. I need to find the exact number.

First, I remember that the World Bank",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.6%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.97%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.5%,3.3%,3.6%
Q130,Healthcare Infrastructure,Health Spending,According to World Bank for 2023 how much of India's GDP goes to health spending?,3.34,3.34,% of GDP,World Bank,Hard,4.2%,3.3%,3.6%,"<think>
Okay, let's see. The user is asking about India's health spending as a percentage of GDP according to the World Bank for 2023. First, I need to recall if I have that specific data. I remember that",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.6 %,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.5%,1.26%,3.3%
Q131,Healthcare Infrastructure,Health Spending,What percentage of its GDP does the USA spend on healthcare according to World Bank (2023)?,16.69,16.69,% of GDP,World Bank,Medium,17.1%,17.1%,17.7%,"<think>
Okay, let's see. The user is asking what percentage of GDP the USA spends on healthcare according to the World Bank in 2023. I need to find the exact number.

First, I remember that the US spends a",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,17.0%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,16.6%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,18.5%,17.8%,ERROR: Provider returned error
Q132,Healthcare Infrastructure,Health Spending,What is the USA's health expenditure as a share of GDP according to World Bank (2023)?,16.69,16.69,% of GDP,World Bank,Medium,17.1%,17.1%,17.3%,"<think>
Okay, let's see. The user is asking for the USA's health expenditure as a share of GDP according to the World Bank in 2023. I need to find the exact percentage.

First, I remember that the World",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,17.0%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,16.6%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,18.5%,17.8%,16.6%
Q133,Healthcare Infrastructure,Disease Burden,"What is India's tuberculosis incidence rate per 100,000 population according to World Bank (2024)?",187.0,187.0,"per 100,000",World Bank,Hard,199,247,217,"<think>
Okay, let's see. The user is asking for India's tuberculosis incidence rate per 100,000 population according to the World Bank in 2024. First, I need to check if I have access",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"193 per 100,000 population",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,199,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"210 per 100,000 population",210,199
Q134,Healthcare Infrastructure,Disease Burden,"How many new TB cases per 100,000 people does India report according to World Bank (2024)?",187.0,187.0,"per 100,000",World Bank,Hard,217,122,217,"<think>
Okay, let's see. The user is asking for the number of new TB cases per 100,000 people in India according to the World Bank in 2024. First, I need to check if",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,193,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,199,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"210 per 100,000 people.",176,193
Q135,Healthcare Infrastructure,Disease Burden,"According to World Bank what is India's TB burden per 100,000 people for 2024?",187.0,187.0,"per 100,000",World Bank,Hard,209,"I cannot verify India's TB burden per 100,000 people for 2024.",277,"<think>
Okay, let's see. The user is asking about India's TB burden per 100,000 people for 2024 according to the World Bank. First, I need to check if the World Bank has",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,193,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Read timed out.",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,140.,230,199
Q136,Vaccination & Prevention,Coverage Rates,What percentage of children in India are vaccinated against measles according to World Bank (2024)?,97.0,97.0,percentage,World Bank,Medium,93,94%,90.0%,"<think>
Okay, let's see. The user is asking for the percentage of children in India vaccinated against measles according to the World Bank in 2024. First, I need to check if I have access to the World Bank's",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,88%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Read timed out.",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,85%,89%,89%
Q137,Vaccination & Prevention,Coverage Rates,What is India's measles immunization coverage rate among children according to World Bank (2024)?,97.0,97.0,percentage,World Bank,Medium,94,73%,86.0,"<think>
Okay, let's see. The user is asking for India's measles immunization coverage rate among children according to the World Bank in 2024. First, I need to recall the latest data from the World Bank. I remember",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,89%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,83%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,89%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q138,Vaccination & Prevention,Coverage Rates,According to World Bank for 2024 what is India's measles vaccination coverage?,97.0,97.0,percentage,World Bank,Hard,94,74%,90.0,"<think>
Okay, let's see. The user is asking for India's measles vaccination coverage according to the World Bank for 2024. First, I need to check if the World Bank has released data for 2024 yet",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,87%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,89%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,84%,95%,85%
Q139,Vaccination & Prevention,Coverage Rates,What percentage of children in China are vaccinated against measles according to World Bank (2024)?,95.0,95.0,percentage,World Bank,Medium,99,95%,97.0%,"<think>
Okay, let's see. The user is asking for the percentage of children in China vaccinated against measles according to the World Bank in 2024. First, I need to check if I have access to the World Bank's",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,95%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,99%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,95%,97%,95%
Q140,Vaccination & Prevention,Coverage Rates,What is China's measles immunization coverage rate among children according to World Bank (2024)?,95.0,95.0,percentage,World Bank,Medium,99,95%,97.0,"<think>
Okay, let's see. The user is asking for China's measles immunization coverage rate among children according to the World Bank in 2024. First, I need to check if I have access to the latest data from the",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,95%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,99%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,95%,99%,95%
Q141,Vaccination & Prevention,Coverage Rates,According to World Bank for 2024 what is China's measles vaccination coverage?,95.0,95.0,percentage,World Bank,Hard,99,94%,97,"<think>
Okay, let's see. The user is asking for China's measles vaccination coverage according to the World Bank for 2024. First, I need to check if the World Bank has released data for 2024 yet",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,95%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,99%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,99%,95%
Q142,Vaccination & Prevention,Coverage Rates,What percentage of children in Bangladesh are vaccinated against measles according to World Bank (2024)?,96.0,96.0,percentage,World Bank,Medium,95,96%,90.0,"<think>
Okay, let's see. The user is asking for the percentage of children in Bangladesh vaccinated against measles according to the World Bank in 2024. First, I need to check if I have access to the World Bank's",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,94%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,97%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,90.5%,87%,90.5%
Q143,Vaccination & Prevention,Coverage Rates,What is Bangladesh's measles immunization coverage rate among children according to World Bank (2024)?,96.0,96.0,percentage,World Bank,Medium,94,73%,86,"<think>
Okay, let's see. The user is asking for Bangladesh's measles immunization coverage rate among children according to the World Bank in 2024. First, I need to check if I have access to the latest data from the",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,84%,89%,ERROR: Provider returned error
Q144,Vaccination & Prevention,Coverage Rates,According to World Bank for 2024 what is Bangladesh's measles vaccination coverage?,96.0,96.0,percentage,World Bank,Hard,95,87%,76.0,"<think>
Okay, let's see. The user is asking for Bangladesh's measles vaccination coverage according to the World Bank for 2024. First, I need to check if the World Bank has released data for 2024 yet",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,95%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,98%,93%
Q145,Vaccination & Prevention,Coverage Rates,What is the DPT vaccination coverage rate among children in India according to World Bank (2024)?,94.0,94.0,percentage,World Bank,Hard,91,83%,84.0,"<think>
Okay, let's see. The user is asking for the DPT vaccination coverage rate in India according to the World Bank in 2024. First, I need to recall the latest data from the World Bank on this topic.",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,89%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,85%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,84%,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Read timed out. (read timeo",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q146,Vaccination & Prevention,Coverage Rates,What percentage of Indian children receive the DPT vaccine according to World Bank (2024)?,94.0,94.0,percentage,World Bank,Hard,93,96%,84.0%,"<think>
Okay, let's see. The user is asking for the percentage of Indian children who receive the DPT vaccine according to the World Bank in 2024. First, I need to recall the latest data from the World Bank on",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,85.5%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,87%,93%
Q147,Vaccination & Prevention,Coverage Rates,According to World Bank for 2024 what is India's DPT immunization rate?,94.0,94.0,percentage,World Bank,Hard,88,I cannot verify the DPT immunization rate for India in 2024.,96.9,"<think>
Okay, let's see. The user is asking for India's DPT immunization rate according to the World Bank for 2024. First, I need to check if the World Bank has released data for 202",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,85.6%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,93%,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,94%,93%,93%
Q148,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or China?",China,China (5.63) vs India (1.59),country name,World Bank,Easy,China,China,China.,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and China. I need to find the latest data on hospital beds per 1,000 people for",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"China has more hospital beds per 1,000 population compared to India.",India,China,China
Q149,India vs Global,Infrastructure,"Between India and China which has higher hospital bed density per 1,000 people?",China,China (5.63) vs India (1.59),country name,World Bank,Easy,China,"India - 0.93, China - 1.52",China.,"<think>
Okay, let's see. The user is asking whether India or China has a higher hospital bed density per 1,000 people. I need to find the most recent data for both countries.

First, I remember that hospital bed",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,China,China
Q150,India vs Global,Infrastructure,"Does India or China have more hospital beds available per 1,000 population?",China,China (5.63) vs India (1.59),country name,World Bank,Easy,2.1,"China: 4.8 
India: 0.7",China.,"<think>
Okay, let's see. The user is asking whether India or China has more hospital beds per 1,000 population. I need to find the latest data on hospital beds for both countries.

First, I remember that China has",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,China,China,China
Q151,India vs Global,Infrastructure,"Which country has more hospital beds per 1,000 population — India or USA?",USA,USA (2.68) vs India (1.59),country name,World Bank,Easy,USA,USA,USA.,"<think>
Okay, let's see. The user is asking which country has more hospital beds per 1,000 population between India and the USA. I need to find the latest data on hospital beds per 1,000 people",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,United States,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,USA,USA,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
