id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router,LLaMA_3_3_70B_score,LLaMA_3_1_8B_score,LLaMA_4_Scout_17B_score,Qwen3_32B_score,OpenAI_OSS_20B_score,NVIDIA_Nemotron_120B_score,OpenAI_OSS_120B_score,Gemma_4_31B_score,MiniMax_M2_5_score,Baidu_CoBuddy_score,LiquidAI_Instruct_score,OpenAI_OSS_20B_OR_score,Owl_Alpha_score,Free_Router_score
Q089,Mortality & Life Stats,Life Expectancy,What is the current life expectancy at birth in Bangladesh according to World Bank (2024)?,74.9,74.9,years,World Bank,Easy,72.0,72.4 years.,72.32,"<think>
Okay, let's see. The user is asking for the current life expectancy at birth in Bangladesh according to the World Bank in 2024. First, I need to recall the latest data from the World Bank. I remember that",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.6 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,72.38 years,EMPTY_RESPONSE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q090,Mortality & Life Stats,Life Expectancy,How many years does an average person in Bangladesh live according to World Bank data (2024)?,74.9,74.9,years,World Bank,Easy,72.0,72.,72.,"<think>
Okay, let's see. The user is asking for the average life expectancy in Bangladesh according to the World Bank data from 2024. First, I need to recall the latest data. I remember that life expectancy can vary slightly",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.5 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,64.5 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,74.7,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
Q091,Mortality & Life Stats,Life Expectancy,"According to World Bank, what is Bangladesh's life expectancy figure for 2024?",74.9,74.9,years,World Bank,Medium,72.3,72.5 years.,72.1,"<think>
Okay, let's see. The user is asking for Bangladesh's life expectancy in 2024 according to the World Bank. First, I need to check if the World Bank has already published data for 2024.",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.6 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,74.7,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q092,Mortality & Life Stats,Life Expectancy,What is the life expectancy at birth in Bangladesh according to WHO data (2021)?,73.1,73.1,years,WHO GHO,Easy,72.0,72.6 years.,72.19 years,"<think>
Okay, I need to find the life expectancy at birth in Bangladesh according to WHO data from 2021. Let me start by recalling if I have any existing knowledge about Bangladesh's life expectancy. I know that life expectancy varies by",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.3 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,68.2 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,72.4 years,72.6 years,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0
Q093,Mortality & Life Stats,Life Expectancy,According to WHO what is the average lifespan in Bangladesh as of 2021?,73.1,73.1,years,WHO GHO,Medium,72.0,72.6 years.,72.29 years,"<think>
Okay, the user is asking for the average lifespan in Bangladesh according to the WHO as of 2021. Let me check my data sources.

First, I need to recall the WHO's life expectancy reports. I remember that life",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.7 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,72.4 years,72.5 years,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Q094,Mortality & Life Stats,Mortality Rates,"What is India's infant mortality rate per 1,000 live births according to World Bank (2024)?",23.3,23.3,per 1000 live births,World Bank,Medium,27.7,32.,31.,"<think>
Okay, let's see. The user is asking for India's infant mortality rate per 1,000 live births according to the World Bank in 2024. First, I need to recall the latest data from the",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"27.2 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"28.5 per 1,000 live births",27.7,ERROR: Provider returned error,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Q095,Mortality & Life Stats,Mortality Rates,"How many infants die per 1,000 live births in India according to World Bank (2024)?",23.3,23.3,per 1000 live births,World Bank,Medium,28.3,24,32.9,"<think>
Okay, let's see. The user is asking for the infant mortality rate in India according to the World Bank in 2024. They want the number of infant deaths per 1,000 live births.

First,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,27,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"28.5 per 1,000 live births",28,ERROR: The operation was aborted,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q096,Mortality & Life Stats,Mortality Rates,"According to World Bank data for 2024, what is India's infant mortality figure?",23.3,23.3,per 1000 live births,World Bank,Hard,24.9,24 per 1000 live births.,26.,"<think>
Okay, let's see. The user is asking for India's infant mortality rate according to the World Bank data for 2024. First, I need to recall if I have access to 2024 data. Wait",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"23.0 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"28 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,4.7%,"19.5 per 1,000 live births",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q097,Mortality & Life Stats,Mortality Rates,"What is India's under-5 child mortality rate per 1,000 live births (2024)?",26.6,26.6,per 1000 live births,World Bank,Medium,32.9,24.,32,"<think>
Okay, let's see. The user is asking for India's under-5 child mortality rate per 1,000 live births in 2024. I need to find the most recent data available. I remember that",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"30 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,28,ERROR: Internal Server Error,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Q098,Mortality & Life Stats,Mortality Rates,"How many children under age 5 die per 1,000 live births in India (2024)?",26.6,26.6,per 1000 live births,World Bank,Medium,32.9,12,26,"<think>
Okay, let's see. The user is asking for the number of children under age 5 who die per 1,000 live births in India for 2024. I need to find the most recent data available",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,30,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,30,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Q099,Mortality & Life Stats,Mortality Rates,According to World Bank what is India's under-5 mortality rate for 2024?,26.6,26.6,per 1000 live births,World Bank,Hard,32.9,I cannot verify the under-5 mortality rate for India in 2024.,29.,"<think>
Okay, let's see. The user is asking for India's under-5 mortality rate for 2024 according to the World Bank. First, I need to recall if I have that specific data. I know that the World",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"30 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"28.1 per 1,000 live births","I don't have access to the specific World Bank data for India's under-5 mortality rate for 2024. The most recent verified data I have access to is from earlier years. For the exact 2024 figure,",ERROR: Internal Server Error,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0
Q100,Mortality & Life Stats,Mortality Rates,"What is India's maternal mortality ratio per 100,000 live births according to WHO (2023)?",27.8,27.8,"per 100,000 live births",WHO GHO,Medium,145,122.,130,"<think>
Okay, let's see. The user is asking for India's maternal mortality ratio per 100,000 live births according to WHO in 2023. I need to find the exact number.

First, I",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,113,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,97,103,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q101,Mortality & Life Stats,Mortality Rates,"How many mothers die per 100,000 live births in India according to WHO (2023)?",27.8,27.8,"per 100,000 live births",WHO GHO,Medium,145,145,145,"<think>
Okay, let's see. The user is asking for the maternal mortality ratio in India according to WHO's 2023 data. I need to find the number of mothers who die per 100,000 live",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,113,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,103,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,113,103,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q102,Mortality & Life Stats,Mortality Rates,According to WHO data for 2023 what is India's maternal death ratio?,27.8,27.8,"per 100,000 live births",WHO GHO,Hard,145,"122 per 100,000 live births.",179,"<think>
Okay, let's see. The user is asking for India's maternal death ratio according to WHO data for 2023. First, I need to recall what the maternal death ratio is. It's the number of maternal deaths per",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"113 per 100,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"103 per 100,000 live births",250,ERROR: Provider returned error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q103,Mortality & Life Stats,Mortality Rates,What is the infant mortality rate in China according to WHO (2023)?,16.2,16.2,per 1000,WHO GHO,Medium,5.6,"11.4 per 1,000 live births.","2.9 deaths per 1,000 live births.","<think>
Okay, I need to find the infant mortality rate in China according to the WHO in 2023. Let me start by recalling what infant mortality rate means—it's the number of deaths of infants under one year old per 1",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"5.0 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"5 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"7.5 per 1,000 live births","4.9 deaths per 1,000 live births","5.4 per 1,000 live births",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q104,Mortality & Life Stats,Mortality Rates,"How many infants per 1,000 live births die in China according to WHO (2023)?",16.2,16.2,per 1000,WHO GHO,Medium,6,6.4,3,"<think>
Okay, let's see. The user is asking for the number of infant deaths per 1,000 live births in China according to WHO's 2023 data. First, I need to recall or find the latest",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,5.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,6,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,5.0,"5.4 per 1,000 live births",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q105,Mortality & Life Stats,Mortality Rates,What is the infant mortality rate in USA according to WHO (2023)?,16.6,16.6,per 1000,WHO GHO,Medium,5.6,"4.98 per 1,000 live births.",5.6 per 1000 live births,"<think>
Okay, I need to find the infant mortality rate in the USA according to the WHO's 2023 data. Let me start by recalling what infant mortality rate means—it's the number of deaths of infants under one year old per",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"5.6 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"5.6 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,"5.1 deaths per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q106,Mortality & Life Stats,Mortality Rates,"How many infants per 1,000 live births die in USA according to WHO (2023)?",16.6,16.6,per 1000,WHO GHO,Medium,5.6,5.6,5.6,"<think>
Okay, let's see. The user is asking for the number of infant deaths per 1,000 live births in the USA according to WHO's 2023 data. First, I need to recall the latest infant",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,3.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"5.6 per 1,000 live births",5.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q107,Mortality & Life Stats,Mortality Rates,What is the infant mortality rate in Brazil according to WHO (2023)?,66.9,66.9,per 1000,WHO GHO,Medium,6.1,"12.4 per 1,000 live births.","5.7 deaths per 1,000 live births","<think>
Okay, I need to find the infant mortality rate in Brazil according to the WHO in 2023. Let me start by recalling what infant mortality rate means—it's the number of deaths of infants under one year old per 1",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"12.4 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"12.3 per 1,000 live births","12.7 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q108,Mortality & Life Stats,Mortality Rates,"How many infants per 1,000 live births die in Brazil according to WHO (2023)?",66.9,66.9,per 1000,WHO GHO,Medium,12.4,10.4,5,"<think>
Okay, I need to find the infant mortality rate in Brazil according to the WHO's 2023 data. Let me start by recalling what infant mortality rate means—it's the number of infants who die before their first birthday per",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,12.0,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"12.5 per 1,000 live births",13,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q109,Mortality & Life Stats,Mortality Rates,What is the maternal mortality ratio in Bangladesh according to WHO (2023)?,32.6,32.6,"per 100,000",WHO GHO,Medium,173,"147 per 100,000 live births.",163,"<think>
Okay, I need to find the maternal mortality ratio in Bangladesh according to the WHO's 2023 data. Let me start by recalling what maternal mortality ratio means. It's the number of maternal deaths per 100,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"173 per 100,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"173 per 100,000 live births",123,ERROR: Provider returned error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q110,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does India have according to World Bank (2021)?",1.59,1.59,beds per 1000,World Bank,Hard,0.53,2.3,0.9,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in India according to the World Bank in 2021. I need to find the exact figure.

First,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q111,Healthcare Infrastructure,Hospital Resources,"What is India's hospital bed density per 1,000 people according to World Bank (2021)?",1.59,1.59,beds per 1000,World Bank,Hard,0.53,2.3,0.5,"<think>
Okay, let's see. The user is asking for India's hospital bed density per 1,000 people according to the World Bank in 2021. I need to find the exact number.

First, I remember",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"1.7 beds per 1,000 people",0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q112,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2021 how many hospital beds per 1,000 does India have?",1.59,1.59,beds per 1000,World Bank,Hard,0.53,2.3,0.7,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 people in India according to the World Bank data for 2021. I need to find the exact figure.

First",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,0.5,1.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Q113,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does China have according to World Bank (2023)?",5.63,5.63,beds per 1000,World Bank,Hard,4.34,4.3,4.3,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in China according to the World Bank in 2023. I need to find the exact figure.

First,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.2,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"3.5 beds per 1,000 population.",4.3,4.3,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q114,Healthcare Infrastructure,Hospital Resources,"What is China's hospital bed density per 1,000 people according to World Bank (2023)?",5.63,5.63,beds per 1000,World Bank,Hard,4.34,3.4,4.3,"<think>
Okay, let's see. The user is asking for China's hospital bed density per 1,000 people according to the World Bank in 2023. I need to find the exact number.

First, I remember",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,6.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"2.5 beds per 1,000 people",4.7,ERROR: Internal Server Error,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Q115,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2023 how many hospital beds per 1,000 does China have?",5.63,5.63,beds per 1000,World Bank,Hard,4.3,4.3,4.3,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 people in China according to the World Bank data for 2023. First, I need to recall if I have",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,4.2,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,6.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,6.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Q116,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does USA have according to World Bank (2022)?",2.68,2.68,beds per 1000,World Bank,Hard,2.9,8.3,2.9,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in the USA according to the World Bank in 2022. I need to find the exact figure.

First",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,0.5,0.0,0.5,-0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0
Q117,Healthcare Infrastructure,Hospital Resources,"What is USA's hospital bed density per 1,000 people according to World Bank (2022)?",2.68,2.68,beds per 1000,World Bank,Hard,2.9,2.8,2.86,"<think>
Okay, let's see. The user is asking for the USA's hospital bed density per 1,000 people according to the World Bank in 2022. I need to find the exact number.

First, I",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.7,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"2.9 beds per 1,000 people",2.8,2.8,0.5,1.0,0.5,-0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0
Q118,Healthcare Infrastructure,Hospital Resources,"According to World Bank data for 2022 how many hospital beds per 1,000 does USA have?",2.68,2.68,beds per 1000,World Bank,Hard,2.9,8.1,2.9,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 people in the USA according to the World Bank data for 2022. I need to find the exact figure.",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.9,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.8,2.9,2.8,0.5,0.0,0.5,-0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0
Q119,Healthcare Infrastructure,Hospital Resources,"How many hospital beds per 1,000 population does UK have according to World Bank (2022)?",2.42,2.42,beds per 1000,World Bank,Hard,2.5,3.5,2.94,"<think>
Okay, let's see. The user is asking about the number of hospital beds per 1,000 population in the UK according to the World Bank in 2022. I need to find the exact figure.

First",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.5,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,2.5,2.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,1.0,0.0,0.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
